Nombre,Numero,Posicion,Fecha_Nacimiento,Lugar_Nacimiento,Altura,Peso,Temporada,Equipo,Competicion,Iniciados,Bancas,Goles,Asistencias,Disparos,Al_Arco,Cometidas,Recibidas,Amarillas,Rojas
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2004/05 ",Norwich City,CC,1,0,0,0,0,0,0,0,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2004/05 ",Norwich City,FAC,1,0,0,0,0,0,0,0,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2004/05 ",Norwich City,Prem,19,9,0,2,16,6,32,22,3,1
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2004/05 ",Suecia,EC,2,1,0,0,0,0,1,2,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2004/05 ",Suecia,ECQ,5,2,0,0,0,0,0,0,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2004/05 ",Suecia,Int,1,1,1,0,0,0,0,0,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2002/03 ",Suecia,Int,1,0,0,0,0,0,0,0,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2002/03 ",Brøndby,UEFA,1,0,1,0,0,0,0,0,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,"
Estadísticas 2002/03 ",Brøndby,UCL,1,0,1,0,0,0,0,0,0,0
Mattias Jonson,Número: 9 ,Posición: Delantero Centro ,Fecha de nacimiento: 16/ene/1974 ,Altura: 1.79m ,Peso: 78 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",UCL,1,0,1,0,0,0,0,0,0,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2010/11 ",Odense BK,Europa,0,2,0,0,1,0,0,0,0,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2010/11 ",Gambia,Int,1,0,0,0,0,0,0,0,0,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2010/11 ",Notts County,L1,5,7,1,0,22,10,12,7,2,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2010/11 ",Odense BK,SAS Lig,1,6,0,0,0,0,0,0,0,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2009/10 ",Odense BK,SAS Lig,15,15,6,0,0,0,0,0,3,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2008/09 ",Odense BK,SAS Lig,16,0,8,0,0,0,0,0,2,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2008/09 ",Gambia,WCQ,6,0,2,0,0,0,0,0,1,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2007/08 ",SK Brann,UEFA,1,1,0,0,2,2,0,4,0,0
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,"
Estadísticas 2006/07 ",Esbjerg,SAS Lig,21,0,0,0,0,0,0,0,5,2
Njugo Demba-Nyren,Número: 37 ,Posición: Delantero Centro ,Fecha de nacimiento: 26/jun/1979 ,Altura: 1.88m ,Peso: 79 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",SAS Lig,21,0,0,0,0,0,0,0,5,2
Vaclav Kolousek,Posición: Volante ,Edad: 38 ,Altura: 1.78m ,Peso: 68 kg ,0.0,NoDisp,"
Estadísticas 2010/11 ",FC Magna Wr. Neustadt,Bund,9,7,0,0,0,0,0,0,0,0
Vaclav Kolousek,Posición: Volante ,Edad: 38 ,Altura: 1.78m ,Peso: 68 kg ,0.0,NoDisp,"
Estadísticas 2009/10 ",FC Magna Wr. Neustadt,Bund,6,4,0,0,0,0,0,0,2,0
Vaclav Kolousek,Posición: Volante ,Edad: 38 ,Altura: 1.78m ,Peso: 68 kg ,0.0,NoDisp,"
Estadísticas 2007/08 ",FC Wacker Tirol,Bund,12,0,2,0,0,0,0,0,0,0
Vaclav Kolousek,Posición: Volante ,Edad: 38 ,Altura: 1.78m ,Peso: 68 kg ,0.0,NoDisp,"
Estadísticas 2006/07 ",FC Wacker Tirol,Bund,23,1,0,0,0,0,0,0,2,0
Vaclav Kolousek,Posición: Volante ,Edad: 38 ,Altura: 1.78m ,Peso: 68 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",República Checa,Int,0,2,1,0,0,0,0,0,0,0
Vaclav Kolousek,Posición: Volante ,Edad: 38 ,Altura: 1.78m ,Peso: 68 kg ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Int,0,2,1,0,0,0,0,0,0,0
Ahmet Dursun,Edad: 36 ,Fecha de nacimiento: 25/ene/1978 ,Peso: 71 kg ,NoDisp,0.0,NoDisp,"
Estadísticas 2008/09 ",Kocaelispor,Super,5,3,3,0,0,0,0,0,1,0
Ahmet Dursun,Edad: 36 ,Fecha de nacimiento: 25/ene/1978 ,Peso: 71 kg ,NoDisp,0.0,NoDisp,"
Estadísticas 2006/07 ",Antalyaspor,Super,7,2,0,0,0,0,0,0,2,0
Ahmet Dursun,Edad: 36 ,Fecha de nacimiento: 25/ene/1978 ,Peso: 71 kg ,NoDisp,0.0,NoDisp,"
Estadísticas 2005/06 ",Besiktas,UEFA,1,0,0,0,0,0,0,0,0,0
Ahmet Dursun,Edad: 36 ,Fecha de nacimiento: 25/ene/1978 ,Peso: 71 kg ,NoDisp,0.0,NoDisp,"
Estadísticas 2003/04 ",Besiktas,UCL,1,1,0,0,0,0,0,0,0,0
Ahmet Dursun,Edad: 36 ,Fecha de nacimiento: 25/ene/1978 ,Peso: 71 kg ,NoDisp,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",UCL,1,1,0,0,0,0,0,0,0,0
Richard Dunne,Número: 5 ,Posición: Defensa ,Peso: 95.34 kg ,NoDisp,0.0,NoDisp,"
Estadísticas 2001/02 ",Manchester City,LC,0,0,0,0,0,0,0,0,0,0
Richard Dunne,Número: 5 ,Posición: Defensa ,Peso: 95.34 kg ,NoDisp,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",LC,0,0,0,0,0,0,0,0,0,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,"
Estadísticas 2003/04 ",Southend United ,L2,12,0,1,0,0,0,0,0,1,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,"
Estadísticas 2003/04 ",Southend United ,CC,1,0,0,0,0,0,0,0,1,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,"
Estadísticas 2002/03 ",Colchester United,JPT,0,1,0,0,0,0,0,0,0,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,"
Estadísticas 2002/03 ",Colchester United,CC,0,1,0,0,0,0,0,0,0,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,"
Estadísticas 2002/03 ",Colchester United,FAC,0,0,0,0,0,0,0,0,0,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,"
Estadísticas 2002/03 ",Colchester United,L1,3,3,0,0,0,0,0,0,1,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,"
Estadísticas 2001/02 ",Millwall,LC,0,2,0,0,0,0,0,0,0,0
Leke Odunsi,Número: 16 ,Posición: Volante ,Fecha de nacimiento: 5/dic/1980 ,Altura: 1.75m ,Peso: 73.09 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",LC,0,2,0,0,0,0,0,0,0,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2004/05 ",Walsall,JPT,2,0,0,0,0,0,0,0,1,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2004/05 ",Walsall,FAC,1,0,0,0,0,0,0,0,0,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2004/05 ",Walsall,L1,34,2,2,0,0,0,0,0,5,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2003/04 ",Walsall,LC,27,12,5,0,28,13,32,28,2,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2003/04 ",Walsall,FAC,1,0,0,0,0,0,0,0,0,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2003/04 ",Walsall,CC,2,0,0,0,0,0,0,1,0,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2002/03 ",Norwich City,CC,0,1,0,0,0,0,0,0,0,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2002/03 ",Walsall,LC,3,2,0,0,0,0,0,0,1,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2002/03 ",Norwich City,LC,5,7,0,0,0,0,0,0,1,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,"
Estadísticas 2001/02 ",Norwich City,LC,0,1,0,0,0,0,0,0,0,0
Neil Emblen,Número: 15 ,Posición: Volante ,Fecha de nacimiento: 19/jun/1971 ,Altura: 1.85m ,Peso: 87.62 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",LC,0,1,0,0,0,0,0,0,0,0
Pascal Formann,Número: 28 ,Posición: Arquero ,Fecha de nacimiento: 16/nov/1982 ,Altura: 1.83m ,Peso: 74.45 kg ,NoDisp,"
Estadísticas 2004/05 ",Scarborough,Conf,0,0,0,0,0,0,0,0,0,0
Pascal Formann,Número: 28 ,Posición: Arquero ,Fecha de nacimiento: 16/nov/1982 ,Altura: 1.83m ,Peso: 74.45 kg ,NoDisp,"
Estadísticas 2003/04 ",Nottingham Forest,LC,0,0,0,0,0,0,0,0,0,0
Pascal Formann,Número: 28 ,Posición: Arquero ,Fecha de nacimiento: 16/nov/1982 ,Altura: 1.83m ,Peso: 74.45 kg ,NoDisp,"
Estadísticas 2001/02 ",Nottingham Forest,LC,0,0,0,0,0,0,0,0,0,0
Pascal Formann,Número: 28 ,Posición: Arquero ,Fecha de nacimiento: 16/nov/1982 ,Altura: 1.83m ,Peso: 74.45 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",LC,0,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2010/11 ",Droylsden,FAC,0,1,0,0,1,1,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2008/09 ",Droylsden,FAC,6,0,0,0,0,0,2,3,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2007/08 ",Droylsden,FAC,1,0,0,0,1,1,0,2,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2007/08 ",Droylsden,Conf,37,3,1,0,8,5,24,40,1,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2006/07 ",Lincoln City,JPT,1,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2006/07 ",Lincoln City,L2,0,4,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2006/07 ",Boston Utd,L2,15,0,0,1,0,0,5,8,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2006/07 ",Lincoln City,FAC,1,0,0,0,0,0,0,1,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2006/07 ",Lincoln City,CC,0,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2005/06 ",Lincoln City,CC,2,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2005/06 ",Lincoln City,FAC,2,0,0,0,0,0,1,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2005/06 ",Lincoln City,L2,37,0,0,0,0,0,0,0,2,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2005/06 ",Lincoln City,JPT,1,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2004/05 ",Scarborough,JPT,1,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2004/05 ",Scarborough,Conf,42,0,4,0,0,0,0,0,5,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2003/04 ",Scarborough,Conf,10,0,1,0,0,0,0,0,1,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2003/04 ",Sheffield United,LC,0,1,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2003/04 ",Scarborough,FAC,5,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2003/04 ",Sheffield United,CC,0,1,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2003/04 ",Scarborough,JPT,1,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2002/03 ",Scarborough,JPT,1,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2002/03 ",Sheffield United,CC,0,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2002/03 ",Sheffield United,FAC,0,0,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2002/03 ",Sheffield United,LC,0,2,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,"
Estadísticas 2001/02 ",Sheffield United,LC,0,1,0,0,0,0,0,0,0,0
Colin Cryan,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 13/mar/1981 ,Altura: 1.75m ,Peso: 73.54 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",LC,0,1,0,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Gretna,SCO 2,4,1,0,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Gretna,Chall,0,0,0,0,0,0,0,0,1,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2004/05 ",Gretna,LC,1,0,0,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Gretna,LC,1,0,0,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Gretna,SFAC,3,0,1,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2003/04 ",Gretna,SCO 2,28,0,0,0,0,0,0,0,4,1
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Scarborough,FAC,2,0,0,0,0,0,0,0,1,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2002/03 ",Bolton Wanderers,CC,1,0,0,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Birmingham City,CC,0,0,0,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Walsall,FAC,2,0,0,0,0,0,0,0,0,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Walsall,LC,9,0,1,0,0,0,0,0,1,1
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,"
Estadísticas 2001/02 ",Birmingham City,LC,0,1,0,0,0,0,0,0,1,0
David Holdsworth,Posición: Defensa ,Edad: 46 ,Altura: 1.85m ,Peso: 78.09 kg ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",LC,0,1,0,0,0,0,0,0,1,0
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2013/14 ",Greenock Morton,SCO C,12,0,4,0,4,4,0,0,2,1
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2013/14 ",Hibernian,SPFL,4,6,0,1,4,1,7,7,3,0
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2013/14 ",Hibernian,SFAC,0,0,0,0,0,0,0,0,0,0
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2013/14 ",Hibernian,Europa,2,0,0,0,2,0,1,2,1,0
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2013/14 ",Hibernian,LC,2,0,0,0,0,0,0,0,1,0
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2012/13 ",St Johnstone,LC,1,0,0,0,0,0,0,0,0,0
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2012/13 ",St Johnstone,SFAC,1,0,0,0,0,0,0,0,0,0
Rowan Vine,Posición: Delantero Centro ,Edad: 32 ,Lugar de nacimiento: Inglaterra ,Altura: 1.85m ,Peso: 75 kg ,NoDisp,"
Estadísticas 2012/13 ",St Johnstone,SPFL,28,7,7,3,32,16,30,31,6,2
